game_id	batter	local_date	rolling_avg
12560	488671	2011-06-17 18:40:00	0.0000
12560	457706	2011-06-17 18:40:00	0.2500
12560	120044	2011-06-17 18:40:00	0.2500
12560	425509	2011-06-17 18:40:00	0.2500
12560	408234	2011-06-17 18:40:00	0.0000
12560	400121	2011-06-17 18:40:00	0.0000
12560	488671	2011-06-16 13:05:00	0.0000
12560	453269	2011-06-16 13:05:00	0.2500
12560	457706	2011-06-16 13:05:00	0.2500
12560	120044	2011-06-16 13:05:00	0.2500
12560	425509	2011-06-16 13:05:00	0.2500
12560	400121	2011-06-16 13:05:00	0.0000
12560	408234	2011-06-16 13:05:00	0.0000
12560	430945	2011-06-16 12:37:00	0.0000
12560	429666	2011-06-16 12:37:00	0.3333
12560	446308	2011-06-16 12:37:00	0.6667
12560	448602	2011-06-16 12:37:00	0.0000
12560	455976	2011-06-16 12:37:00	0.7500
12560	115223	2011-06-16 12:37:00	0.0000
12560	117601	2011-06-16 12:37:00	0.3333
12560	115223	2011-06-15 19:07:00	0.0000
12560	117601	2011-06-15 19:07:00	0.3333
12560	430945	2011-06-15 19:07:00	0.0000
12560	429666	2011-06-15 19:07:00	0.3333
12560	455976	2011-06-15 19:07:00	0.7500
12560	446308	2011-06-15 19:07:00	0.6667
12560	448602	2011-06-15 19:07:00	0.0000
12560	488671	2011-06-15 19:05:00	0.0000
12560	453269	2011-06-15 19:05:00	0.2500
12560	457706	2011-06-15 19:05:00	0.2500
12560	120044	2011-06-15 19:05:00	0.2500
12560	408234	2011-06-15 19:05:00	0.0000
12560	400121	2011-06-15 19:05:00	0.0000
12560	425509	2011-06-15 19:05:00	0.2500
12560	455976	2011-06-14 19:07:00	0.7500
12560	448602	2011-06-14 19:07:00	0.0000
12560	446308	2011-06-14 19:07:00	0.6667
12560	429666	2011-06-14 19:07:00	0.3333
12560	429712	2011-06-14 19:07:00	0.3333
12560	430945	2011-06-14 19:07:00	0.0000
12560	117601	2011-06-14 19:07:00	0.3333
12560	115223	2011-06-14 19:07:00	0.0000
12560	408234	2011-06-14 19:05:00	0.0000
12560	400121	2011-06-14 19:05:00	0.0000
12560	488671	2011-06-14 19:05:00	0.0000
12560	453269	2011-06-14 19:05:00	0.2500
12560	457706	2011-06-14 19:05:00	0.2500
12560	425509	2011-06-13 19:05:00	0.2500
12560	408234	2011-06-13 19:05:00	0.0000
12560	400121	2011-06-13 19:05:00	0.0000
12560	488671	2011-06-13 19:05:00	0.0000
12560	457706	2011-06-13 19:05:00	0.2500
12560	453269	2011-06-13 19:05:00	0.2500
12560	120044	2011-06-13 19:05:00	0.2500
12560	430945	2011-06-12 13:35:00	0.0000
12560	429712	2011-06-12 13:35:00	0.3333
12560	429666	2011-06-12 13:35:00	0.3333
12560	448602	2011-06-12 13:35:00	0.0000
12560	446308	2011-06-12 13:35:00	0.6667
12560	455976	2011-06-12 13:35:00	0.7500
12560	115223	2011-06-12 13:35:00	0.0000
12560	408234	2011-06-12 13:05:00	0.0000
12560	425509	2011-06-12 13:05:00	0.2500
12560	400121	2011-06-12 13:05:00	0.0000
12560	488671	2011-06-12 13:05:00	0.0000
12560	453269	2011-06-12 13:05:00	0.2500
12560	457706	2011-06-12 13:05:00	0.2500
12560	408234	2011-06-11 19:05:00	0.0000
12560	425509	2011-06-11 19:05:00	0.2500
12560	400121	2011-06-11 19:05:00	0.0000
12560	429712	2011-06-11 19:05:00	0.3333
12560	429666	2011-06-11 19:05:00	0.3333
12560	430945	2011-06-11 19:05:00	0.0000
12560	455976	2011-06-11 19:05:00	0.7500
12560	453269	2011-06-11 19:05:00	0.2500
12560	488671	2011-06-11 19:05:00	0.0000
12560	457706	2011-06-11 19:05:00	0.2500
12560	446308	2011-06-11 19:05:00	0.6667
12560	448602	2011-06-11 19:05:00	0.0000
12560	115223	2011-06-11 19:05:00	0.0000
12560	425509	2011-06-10 19:05:00	0.2500
12560	408234	2011-06-10 19:05:00	0.0000
12560	400121	2011-06-10 19:05:00	0.0000
12560	429666	2011-06-10 19:05:00	0.3333
12560	429712	2011-06-10 19:05:00	0.3333
12560	430945	2011-06-10 19:05:00	0.0000
12560	488671	2011-06-10 19:05:00	0.0000
12560	453269	2011-06-10 19:05:00	0.2500
12560	455976	2011-06-10 19:05:00	0.7500
12560	457706	2011-06-10 19:05:00	0.2500
12560	448602	2011-06-10 19:05:00	0.0000
12560	446308	2011-06-10 19:05:00	0.6667
12560	115223	2011-06-10 19:05:00	0.0000
12560	408234	2011-06-09 19:05:00	0.0000
12560	425509	2011-06-09 19:05:00	0.2500
12560	400121	2011-06-09 19:05:00	0.0000
12560	453269	2011-06-09 19:05:00	0.2500
12560	488671	2011-06-09 19:05:00	0.0000
12560	457706	2011-06-09 19:05:00	0.2500
12560	115223	2011-06-08 19:05:00	0.0000
12560	117601	2011-06-08 19:05:00	0.3333
12560	430945	2011-06-08 19:05:00	0.0000
12560	429666	2011-06-08 19:05:00	0.3333
12560	429712	2011-06-08 19:05:00	0.3333
12560	448602	2011-06-08 19:05:00	0.0000
12560	446308	2011-06-08 19:05:00	0.6667
12560	457706	2011-06-08 19:05:00	0.2500
12560	488671	2011-06-08 19:05:00	0.0000
12560	453269	2011-06-08 19:05:00	0.2500
12560	455976	2011-06-08 19:05:00	0.7500
12560	408234	2011-06-08 19:05:00	0.0000
12560	425509	2011-06-08 19:05:00	0.2500
12560	400121	2011-06-08 19:05:00	0.0000
12560	408234	2011-06-07 19:05:00	0.0000
12560	400121	2011-06-07 19:05:00	0.0000
12560	425509	2011-06-07 19:05:00	0.2500
12560	430945	2011-06-07 19:05:00	0.0000
12560	429666	2011-06-07 19:05:00	0.3333
12560	115223	2011-06-07 19:05:00	0.0000
12560	117601	2011-06-07 19:05:00	0.3333
12560	488671	2011-06-07 19:05:00	0.0000
12560	455976	2011-06-07 19:05:00	0.7500
12560	453269	2011-06-07 19:05:00	0.2500
12560	446308	2011-06-07 19:05:00	0.6667
12560	448602	2011-06-07 19:05:00	0.0000
12560	457706	2011-06-07 19:05:00	0.2500
12560	400121	2011-06-06 19:05:00	0.0000
12560	408234	2011-06-06 19:05:00	0.0000
12560	425509	2011-06-06 19:05:00	0.2500
12560	430945	2011-06-06 19:05:00	0.0000
12560	429666	2011-06-06 19:05:00	0.3333
12560	117601	2011-06-06 19:05:00	0.3333
12560	115223	2011-06-06 19:05:00	0.0000
12560	448602	2011-06-06 19:05:00	0.0000
12560	446308	2011-06-06 19:05:00	0.6667
12560	488671	2011-06-06 19:05:00	0.0000
12560	455976	2011-06-06 19:05:00	0.7500
12560	453269	2011-06-06 19:05:00	0.2500
12560	457706	2011-06-06 19:05:00	0.2500
12560	429712	2011-06-05 13:35:00	0.3333
12560	429666	2011-06-05 13:35:00	0.3333
12560	430945	2011-06-05 13:35:00	0.0000
12560	117601	2011-06-05 13:35:00	0.3333
12560	115223	2011-06-05 13:35:00	0.0000
12560	448602	2011-06-05 13:35:00	0.0000
12560	446308	2011-06-05 13:35:00	0.6667
12560	455976	2011-06-05 13:35:00	0.7500
12560	453269	2011-06-05 13:10:00	0.2500
12560	488671	2011-06-05 13:10:00	0.0000
12560	457706	2011-06-05 13:10:00	0.2500
12560	400121	2011-06-05 13:10:00	0.0000
12560	408234	2011-06-05 13:10:00	0.0000
12560	430945	2011-06-04 19:05:00	0.0000
12560	429666	2011-06-04 19:05:00	0.3333
12560	117601	2011-06-04 19:05:00	0.3333
12560	115223	2011-06-04 19:05:00	0.0000
12560	446308	2011-06-04 19:05:00	0.6667
12560	448602	2011-06-04 19:05:00	0.0000
12560	455976	2011-06-04 19:05:00	0.7500
12560	488671	2011-06-04 18:10:00	0.0000
12560	453269	2011-06-04 18:10:00	0.2500
12560	457706	2011-06-04 18:10:00	0.2500
12560	400121	2011-06-04 18:10:00	0.0000
12560	408234	2011-06-04 18:10:00	0.0000
12560	425509	2011-06-04 18:10:00	0.2500
12560	408234	2011-06-03 19:10:00	0.0000
12560	400121	2011-06-03 19:10:00	0.0000
12560	425509	2011-06-03 19:10:00	0.2500
12560	453269	2011-06-03 19:10:00	0.2500
12560	488671	2011-06-03 19:10:00	0.0000
12560	457706	2011-06-03 19:10:00	0.2500
12560	455976	2011-06-03 19:05:00	0.7500
12560	448602	2011-06-03 19:05:00	0.0000
12560	446308	2011-06-03 19:05:00	0.6667
12560	430945	2011-06-03 19:05:00	0.0000
12560	429666	2011-06-03 19:05:00	0.3333
12560	429712	2011-06-03 19:05:00	0.3333
12560	115223	2011-06-03 19:05:00	0.0000
12560	276346	2011-06-01 19:05:00	0.2500
12560	425509	2011-06-01 19:05:00	0.2500
12560	400121	2011-06-01 19:05:00	0.0000
12560	408234	2011-06-01 19:05:00	0.0000
12560	457706	2011-06-01 19:05:00	0.2500
12560	488671	2011-06-01 19:05:00	0.0000
12560	453269	2011-06-01 19:05:00	0.2500
12560	429712	2011-06-01 12:40:00	0.3333
12560	430945	2011-06-01 12:40:00	0.0000
12560	429666	2011-06-01 12:40:00	0.3333
12560	448602	2011-06-01 12:40:00	0.0000
12560	446308	2011-06-01 12:40:00	0.6667
12560	455976	2011-06-01 12:40:00	0.7500
12560	429666	2011-05-31 19:10:00	0.3333
12560	429712	2011-05-31 19:10:00	0.3333
12560	430945	2011-05-31 19:10:00	0.0000
12560	446308	2011-05-31 19:10:00	0.6667
12560	448602	2011-05-31 19:10:00	0.0000
12560	455976	2011-05-31 19:10:00	0.7500
12560	115223	2011-05-31 19:10:00	0.0000
12560	457706	2011-05-31 19:05:00	0.2500
12560	453269	2011-05-31 19:05:00	0.2500
12560	400121	2011-05-31 19:05:00	0.0000
12560	276346	2011-05-31 19:05:00	0.2500
12560	408234	2011-05-31 19:05:00	0.0000
12560	425509	2011-05-31 19:05:00	0.2500
12560	429712	2011-05-30 13:10:00	0.3333
12560	429666	2011-05-30 13:10:00	0.3333
12560	455976	2011-05-30 13:10:00	0.7500
12560	448602	2011-05-30 13:10:00	0.0000
12560	446308	2011-05-30 13:10:00	0.6667
12560	115223	2011-05-30 13:10:00	0.0000
12560	400121	2011-05-30 13:05:00	0.0000
12560	408234	2011-05-30 13:05:00	0.0000
12560	276346	2011-05-30 13:05:00	0.2500
12560	425509	2011-05-30 13:05:00	0.2500
12560	488671	2011-05-30 13:05:00	0.0000
12560	453269	2011-05-30 13:05:00	0.2500
12560	457706	2011-05-30 13:05:00	0.2500
12560	400121	2011-05-29 19:05:00	0.0000
12560	408234	2011-05-29 19:05:00	0.0000
12560	453269	2011-05-29 19:05:00	0.2500
12560	488671	2011-05-29 19:05:00	0.0000
12560	457706	2011-05-29 19:05:00	0.2500
12560	115223	2011-05-29 13:05:00	0.0000
12560	429666	2011-05-29 13:05:00	0.3333
12560	429712	2011-05-29 13:05:00	0.3333
12560	430945	2011-05-29 13:05:00	0.0000
12560	276346	2011-05-29 13:05:00	0.2500
12560	408234	2011-05-29 13:05:00	0.0000
12560	400121	2011-05-29 13:05:00	0.0000
12560	425509	2011-05-29 13:05:00	0.2500
12560	448602	2011-05-29 13:05:00	0.0000
12560	446308	2011-05-29 13:05:00	0.6667
12560	453269	2011-05-29 13:05:00	0.2500
12560	455976	2011-05-29 13:05:00	0.7500
12560	457706	2011-05-29 13:05:00	0.2500
12560	430945	2011-05-28 19:05:00	0.0000
12560	429666	2011-05-28 19:05:00	0.3333
12560	455976	2011-05-28 19:05:00	0.7500
12560	448602	2011-05-28 19:05:00	0.0000
12560	115223	2011-05-28 19:05:00	0.0000
12560	430945	2011-05-27 19:05:00	0.0000
12560	429666	2011-05-27 19:05:00	0.3333
12560	115223	2011-05-27 19:05:00	0.0000
12560	488671	2011-05-27 19:05:00	0.0000
12560	446308	2011-05-27 19:05:00	0.6667
12560	448602	2011-05-27 19:05:00	0.0000
12560	455976	2011-05-27 19:05:00	0.7500
12560	453269	2011-05-27 19:05:00	0.2500
12560	457706	2011-05-27 19:05:00	0.2500
12560	276346	2011-05-27 19:05:00	0.2500
12560	408234	2011-05-27 19:05:00	0.0000
12560	425509	2011-05-27 19:05:00	0.2500
12560	400121	2011-05-27 19:05:00	0.0000
12560	455976	2011-05-26 12:35:00	0.7500
12560	448602	2011-05-26 12:35:00	0.0000
12560	446308	2011-05-26 12:35:00	0.6667
12560	115223	2011-05-26 12:35:00	0.0000
12560	430945	2011-05-26 12:35:00	0.0000
12560	429666	2011-05-26 12:35:00	0.3333
12560	115223	2011-05-25 19:05:00	0.0000
12560	430945	2011-05-25 19:05:00	0.0000
12560	429712	2011-05-25 19:05:00	0.3333
12560	429666	2011-05-25 19:05:00	0.3333
12560	446308	2011-05-25 19:05:00	0.6667
12560	448602	2011-05-25 19:05:00	0.0000
12560	455976	2011-05-25 19:05:00	0.7500
12560	400121	2011-05-24 19:05:00	0.0000
12560	425509	2011-05-24 19:05:00	0.2500
12560	408234	2011-05-24 19:05:00	0.0000
12560	115223	2011-05-24 19:05:00	0.0000
